166,181
105,171
84,148
1,113
87,153
51,199
69,104
169,191
73,74
79,154
22,28
14,24
73,110
40,162
13,65
21,185
107,108
52,172
72,150
10,175
36,84
108,189
28,80
147,180
113,124
32,199
98,144
16,191
10,31
55,182
61,113
67,193
173,174
25,47
5,181
51,68
82,172
4,109
47,70
43,185
3,149
50,81
22,162
13,199
18,128
10,44
3,5
62,91
134,196
94,123
20,94
24,64
75,146
35,73
21,175
135,160
56,132
97,133
58,62
3,126
68,106
21,31
38,120
50,94
2,17
61,103
73,77
20,71
11,102
87,97
6,172
14,112
114,199
26,86
5,63
4,184
97,146
43,175
42,67
1,178
11,79
65,199
30,92
17,159
63,126
134,186
4,76
58,196
10,119
16,50
49,83
26,99
71,107
31,34
9,132
12,57
83,117
50,169
16,27
75,113
35,40
41,120
108,146
68,73
20,182
97,136
24,152
13,179
60,74
79,124
91,98
13,35
152,193
4,66
104,153
10,109
156,163
8,185
34,94
179,183
12,155
14,115
7,76
67,127
19,50
4,187
77,140
5,151
52,83
69,172
115,139
34,71
38,41
43,119
24,142
82,83
52,60
65,179
4,20
15,178
38,198
102,182
108,113
8,175
149,150
3,181
33,60
52,73
0,148
74,97
133,183
193,197
66,129
18,52
32,136
44,46
57,165
10,53
1,4
33,73
79,189
71,185
54,132
72,149
23,144
41,198
34,159
6,60
120,198
161,199
67,192
132,172
51,103
24,86
135,182
7,33
26,46
28,92
6,73
57,155
7,154
0,115
19,128
79,179
125,146
71,175
1,79
12,125
53,126
9,56
108,178
46,123
117,183
50,93
18,140
11,101
30,114
14,26
12,102
85,86
93,175
76,122
9,69
28,82
129,134
7,108
18,117
79,133
70,164
89,177
73,89
71,165
51,70
103,117
143,153
166,173
145,199
56,121
109,133
168,182
3,151
49,118
1,190
18,130
39,73
30,104
60,132
146,172
53,93
123,188
17,27
22,105
73,187
25,147
44,160
10,167
57,99
69,73
160,191
80,82
66,184
26,111
97,171
71,119
10,23
19,108
4,65
123,165
61,190
73,164
34,93
64,115
16,75
160,168
26,88
126,175
157,199
16,160
96,189
1,180
88,185
20,50
5,150
9,157
115,138
141,196
4,78
45,79
156,175
62,168
6,7
67,139
20,27
79,113
11,58
98,126
9,134
0,85
119,185
58,175
25,114
76,79
109,113
54,177
20,184
7,65
43,167
6,105
38,174
80,170
18,195
3,72
127,138
85,141
137,188
178,189
43,144
49,75
35,140
111,135
21,98
80,147
58,165
104,132
10,88
61,170
7,199
33,108
66,105
45,82
78,79
137,165
156,178
35,117
1,124
106,177
63,72
22,183
28,114
34,194
37,199
111,148
73,121
53,63
144,181
91,175
83,171
7,32
66,118
11,182
97,105
7,68
40,65
64,193
77,132
14,192
61,124
6,108
73,134
30,172
8,10
33,183
72,174
0,42
80,114
5,120
89,199
50,128
162,189
173,198
79,191
11,136
125,158
51,92
40,199
7,22
66,108
72,151
4,133
24,111
116,194
9,68
136,172
108,190
38,131
97,180
3,173
9,104
70,199
98,181
31,91
95,148
55,75
7,35
3,150
14,159
48,72
46,148
50,118
7,156
154,175
25,61
32,69
94,160
155,176
87,121
44,159
116,184
127,193
79,158
101,176
22,32
54,101
41,131
74,79
32,82
1,94
73,199
120,167
7,110
121,132
97,183
17,160
82,140
7,146
60,121
31,94
95,115
40,179
1,71
72,131
5,41
108,170
68,97
147,161
26,100
126,187
70,143
10,12
25,28
20,62
6,163
9,25
34,118
57,101
2,165
1,169
107,187
18,109
90,134
76,199
124,132
135,141
108,124
45,104
20,196
106,199
6,32
50,75
27,91
59,160
99,196
77,177
183,195
13,49
72,98
50,196
42,192
22,97
122,184
70,110
3,120
149,174
118,186
30,73
57,176
1,15
52,97
112,148
2,96
93,134
53,98
86,95
138,142
156,190
68,77
149,151
126,167
89,136
82,97
142,148
29,91
4,34
63,120
104,121
34,62
152,197
50,186
22,87
60,199
126,144
59,91
72,173
16,129
170,187
7,80
27,58
13,16
25,70
112,138
73,146
114,147
174,198
11,171
78,81
76,156
77,121
82,87
140,177
6,97
38,166
112,115
15,182
1,18
18,187
44,96
31,126
84,138
75,169
54,146
78,94
170,177
140,154
121,177
140,190
19,129
90,189
3,41
0,152
66,97
32,104
4,122
24,100
135,196
1,116
7,47
127,192
167,185
59,94
15,136
132,163
25,37
58,134
25,73
165,196
63,185
83,163
102,176
41,166
1,93
47,60
18,33
59,71
45,136
70,80
14,148
128,170
74,199
147,183
120,166
7,145
39,97
44,63
42,139
101,188
155,165
166,174
104,199
10,155
7,37
47,73
10,191
26,135
97,195
101,165
73,103
19,132
11,128
39,110
63,175
83,153
124,154
15,18
64,139
10,168
26,112
24,188
2,20
55,175
121,157
26,148
71,156
110,147
84,95
29,159
66,77
72,120
156,199
135,176
57,113
9,73
18,121
184,190
90,146
165,176
32,61
83,143
16,53
57,90
149,173
74,179
160,182
7,89
85,188
2,10
1,194
48,126
119,186
111,182
84,85
1,50
10,135
156,189
20,185
150,151
61,73
26,115
107,189
99,185
16,187
83,97
134,179
131,173
164,170
110,199
127,139
44,141
46,71
95,192
168,176
32,172
1,184
140,199
12,50
17,165
131,150
77,179
115,142
73,145
45,83
156,179
28,30
20,175
18,65
79,81
30,39
130,163
16,141
170,199
107,179
83,87
5,167
5,23
103,186
114,195
8,34
18,78
32,162
4,180
72,198
30,52
68,164
14,193
112,127
183,187
42,148
93,113
125,182
56,82
156,169
66,132
55,122
34,185
99,165
118,178
12,17
65,172
68,177
133,163
13,18
110,179
26,36
4,134
24,112
1,128
53,175
5,98
42,138
62,116
7,180
1,20
154,199
20,119
102,188
87,145
66,122
18,45
105,199
36,99
47,108
34,175
58,123
7,157
62,129
102,165
74,103
7,13
11,163
85,112
177,195
116,185
147,172
25,183
4,16
90,168
10,59
82,164
22,33
7,170
115,197
95,139
24,115
117,163
48,63
34,165
192,193
142,192
47,183
7,147
113,165
18,156
23,91
51,73
102,155
21,167
20,122
53,119
116,175
135,188
55,79
108,171
37,147
97,161
169,186
120,181
26,137
18,133
50,122
90,158
28,183
19,134
32,73
34,119
3,131
157,189
40,49
67,152
89,170
35,199
42,95
61,108
59,184
24,46
143,146
48,174
13,73
136,143
3,144
149,198
69,89
7,114
161,172
132,145
20,53
119,175
70,170
30,97
31,62
131,149
77,178
48,151
94,118
4,81
42,193
1,75
10,160
51,161
50,53
66,177
67,142
126,191
90,125
10,16
171,199
82,121
2,12
1,196
19,101
32,40
58,178
63,144
24,36
123,158
104,145
87,92
73,157
56,104
3,98
15,108
96,182
101,111
7,104
113,122
79,129
123,135
68,199
12,75
13,40
58,191
64,85
164,172
73,170
34,99
96,159
27,59
13,161
126,181
171,189
35,179
63,98
1,186
60,92
92,161
112,139
24,26
123,148
10,91
29,141
69,177
183,199
8,167
73,147
9,19
54,170
130,165
83,89
7,179
81,128
23,159
97,108
26,84
22,199
21,91
58,158
175,185
85,111
84,152
1,117
106,170
86,112
13,128
11,18
24,137
70,104
111,141
4,15
58,135
42,127
73,114
18,178
34,43
2,90
62,141
14,64
7,25
166,198
1,130
7,61
33,199
88,135
25,195
109,194
48,98
67,197
26,159
25,51
79,171
144,151
27,160
23,126
137,148
177,184
114,164
1,107
88,112
34,141
118,134
65,128
17,88
57,124
2,188
28,97
29,62
47,110
139,193
151,167
141,159
73,104
83,154
6,199
59,62
56,136
75,186
53,167
56,172
113,154
73,81
98,174
2,57
28,195
60,147
52,143
28,51
99,111
10,182
169,175
21,48
148,152
100,112
46,141
